customer_order_id, user_id, cost, order_date, order_time,status_id
175,1,30,  2022-10-18,  10:14:04,1
176,2,17.5,  2022-10-18,  11:00:25,1
177,3,47.25,  2022-10-18,  08:32:18,1
178,2,24.75,  2022-10-18,  13:25:44,1
179,3,87.75,  2022-10-18,  16:08:48,1
180,1,36.25,  2022-10-18,  12:10:23,1
181,1,22.5,  2022-10-18,  13:59:01,1
182,2,34.5,  2022-10-18,  10:13:06,1
183,3,26.25,  2022-10-18,  09:42:20,1
184,3,60.5,  2022-10-18,  08:31:38,1
185,1,62,  2022-10-18,  12:29:42,1
186,3,15.75,  2022-10-18,  15:28:44,1
187,3,42.5,  2022-10-18,  12:19:21,1
188,1,56.75,  2022-10-19,  15:28:01,1
189,2,18.75,  2022-10-19,  11:21:17,1
190,3,77,  2022-10-19,  15:44:20,1
191,3,22.75,  2022-10-19,  15:46:57,1
192,3,44.75,  2022-10-19,  12:10:39,1
193,3,78.5,  2022-10-19,  11:36:36,1
194,3,38.5,  2022-10-19,  14:42:13,1
195,3,58.5,  2022-10-19,  09:05:34,1
196,1,39.25,  2022-10-19,  14:03:13,1
197,3,9,  2022-10-20,  08:01:11,1
198,1,33.75,  2022-10-20,  16:57:33,1
199,2,19.25,  2022-10-20,  12:00:36,1
200,1,4.5,  2022-10-20,  16:19:09,1
201,3,8.75,  2022-10-20,  14:36:37,1
202,3,41.25,  2022-10-20,  16:00:43,1
203,3,48.75,  2022-10-20,  11:54:39,1
204,2,4.5,  2022-10-20,  11:41:40,1
205,2,24.5,  2022-10-20,  09:43:16,1
206,2,85.25,  2022-10-20,  09:57:04,1
207,1,153,  2022-10-20,  10:24:22,1
208,3,23,  2022-10-20,  13:00:48,1
209,1,61.75,  2022-10-20,  13:04:03,1
210,1,26,  2022-10-20,  11:08:04,1
211,1,19.5,  2022-10-20,  08:55:26,1
212,3,35.75,  2022-10-20,  15:29:13,1
213,2,72.25,  2022-10-21,  08:42:50,1
214,2,17.5,  2022-10-21,  13:39:32,1
215,1,44.25,  2022-10-21,  15:54:20,1
216,3,36,  2022-10-21,  16:58:10,1
217,2,44,  2022-10-21,  16:37:32,1
218,3,22.75,  2022-10-21,  14:51:37,1
219,2,33.5,  2022-10-21,  13:24:31,1
220,3,76,  2022-10-21,  08:07:19,1
221,2,6.25,  2022-10-21,  09:05:18,1
222,1,40.5,  2022-10-21,  11:35:39,1
223,2,137.5,  2022-10-21,  11:11:23,1
224,1,27,  2022-10-21,  16:06:27,1
225,1,12.25,  2022-10-21,  12:42:41,1
226,2,24,  2022-10-22,  14:59:03,1
227,2,72.25,  2022-10-22,  13:21:10,1
228,2,60,  2022-10-22,  08:34:35,1
229,2,17.5,  2022-10-22,  08:20:06,1
230,2,52.5,  2022-10-22,  10:27:46,1
231,3,34,  2022-10-22,  15:45:34,1
232,3,28,  2022-10-23,  16:34:08,1
233,2,66,  2022-10-23,  08:35:55,1
234,3,23.25,  2022-10-23,  13:31:17,1
235,3,68,  2022-10-23,  11:27:07,1
236,3,45.5,  2022-10-23,  14:57:37,1
237,2,18.5,  2022-10-23,  16:41:07,1
238,2,3.75,  2022-10-23,  09:31:36,1
239,3,71.5,  2022-10-23,  14:21:17,1
240,2,121.25,  2022-10-23,  08:22:52,1
241,1,43.25,  2022-10-24,  16:35:45,1
242,2,17.5,  2022-10-24,  09:59:43,1
243,3,42,  2022-10-24,  08:30:42,1
244,2,27.5,  2022-10-24,  16:16:54,1
245,3,65.25,  2022-10-24,  08:41:02,1
246,1,21,  2022-10-25,  08:39,1
247,2,93.5,  2022-10-25,  15:11:35,1
248,3,52.5,  2022-10-25,  14:36:40,1
249,2,130,  2022-10-25,  13:56:38,1
250,3,83.25,  2022-10-25,  11:54:11,1
251,1,15.75,  2022-10-25,  08:03:24,1
252,2,14,  2022-10-25,  10:15:14,1
253,1,41.5,  2022-10-25,  14:44:36,1
254,3,15.75,  2022-10-25,  12:01:45,1
255,2,88.5,  2022-10-25,  13:50:29,1
256,2,3.5,  2022-10-25,  10:47:04,1
257,2,56,  2022-10-25,  16:29,1
258,1,5.25,  2022-10-25,  10:56:28,1
259,1,16.75,  2022-10-25,  14:21:32,1
260,3,30,  2022-10-25,  15:26:38,1
261,3,11,  2022-10-25,  11:31:43,1
262,3,27.5,  2022-10-26,  13:40:41,1
263,2,77.75,  2022-10-26,  08:18:17,1
264,3,8.75,  2022-10-26,  14:05:21,1
265,3,73.75,  2022-10-26,  15:42:42,1
266,1,24,  2022-10-26,  10:14:16,1
267,2,35.75,  2022-10-26,  13:41:45,1
268,2,111,  2022-10-26,  15:57:52,1
269,1,28,  2022-10-26,  11:34:13,1
270,3,81,  2022-10-26,  12:25:18,1
271,3,74.5,  2022-10-26,  11:39:04,1
272,1,44.25,  2022-10-26,  13:13:29,1
273,3,125.75,  2022-10-27,  08:51:09,1
274,3,15.75,  2022-10-27,  11:53:30,1
275,1,98.5,  2022-10-27,  16:50:09,1
276,2,75.75,  2022-10-27,  15:07:28,1
277,2,5.25,  2022-10-27,  10:03:32,1
278,1,17.75,  2022-10-27,  13:28:50,1
279,2,121,  2022-10-27,  13:05:34,1
280,1,22.75,  2022-10-27,  13:13:11,1
281,1,59,  2022-10-27,  09:57:06,1
282,3,27,  2022-10-27,  08:30:38,1
283,2,12.75,  2022-10-27,  10:02:29,1
284,2,69.5,  2022-10-27,  13:07:08,1
285,2,39,  2022-10-27,  09:18:30,1
286,2,85,  2022-10-27,  12:31:12,1
287,2,34.5,  2022-10-27,  15:04:14,1
288,3,23,  2022-10-27,  10:51:17,1
289,3,56,  2022-10-27,  11:02:44,1
290,2,10.5,  2022-10-28,  14:50:58,1
291,2,41.25,  2022-10-28,  11:38:46,1
292,2,57.25,  2022-10-28,  13:25:05,1
293,1,16,  2022-10-28,  11:40:50,1
294,3,81.25,  2022-10-28,  12:35:31,1
295,1,58.5,  2022-10-28,  16:25:25,1
296,1,40.5,  2022-10-28,  08:36:30,1
297,3,16.5,  2022-10-28,  09:48:54,1
298,3,19.25,  2022-10-28,  14:47:58,1
299,2,15,  2022-10-28,  11:51:09,1
300,3,29.75,  2022-10-28,  12:49:31,1
301,1,80,  2022-10-28,  15:07:11,1
302,3,71.5,  2022-10-28,  14:01:45,1
303,3,16.25,  2022-10-28,  13:03:48,1
304,1,54,  2022-10-28,  15:32:45,1
305,2,7,  2022-10-28,  13:29:30,1
306,2,24.5,  2022-10-28,  12:34:21,1
307,3,41.25,  2022-10-29,  15:37:30,1
308,2,33.25,  2022-10-29,  11:13:54,1
309,2,45,  2022-10-29,  14:37:48,1
310,2,16.5,  2022-10-29,  08:56:30,1
311,2,36.75,  2022-10-29,  15:49:37,1
312,1,14,  2022-10-29,  16:04:36,1
313,2,32.25,  2022-10-29,  16:51,1
314,2,38.5,  2022-10-29,  11:27:48,1
315,3,43,  2022-10-29,  10:07:13,1
316,3,82.5,  2022-10-29,  11:39:05,1
317,3,67,  2022-10-29,  09:56:03,1
318,1,30,  2022-10-29,  16:41:24,1
319,2,27.5,  2022-10-30,  13:42:07,1
320,1,67,  2022-10-30,  16:44:12,1
321,2,87.25,  2022-10-30,  15:21:24,1
322,2,21,  2022-10-30,  11:08:45,1
323,2,36,  2022-10-30,  12:13:37,1
324,3,54,  2022-10-30,  12:19:33,1
325,3,12.25,  2022-10-30,  12:33:09,1
326,1,17.5,  2022-10-30,  14:57:56,1
327,1,47.25,  2022-10-30,  08:07:48,1
328,2,81,  2022-10-30,  13:33:39,1
329,1,59.25,  2022-10-30,  08:13:02,1
330,3,27.5,  2022-10-30,  15:51:38,1
331,1,30,  2022-10-31,  13:15:37,1
332,3,48.25,  2022-10-31,  13:25:18,1
333,1,36.25,  2022-10-31,  16:51:14,1
334,1,29.75,  2022-10-31,  14:12:54,1
335,3,17.5,  2022-10-31,  08:11:39,1
336,1,28.75,  2022-10-31,  08:50:49,1
337,3,55.5,  2022-10-31,  09:55:45,1
338,2,31.5,  2022-10-31,  08:07:54,1
339,3,66,  2022-10-31,  12:17:36,1
340,3,17.5,  2022-10-31,  09:43:18,1
341,1,12.75,  2022-10-31,  16:32:22,1
342,3,35,  2022-10-31,  09:02:13,1
343,1,113,  2022-10-31,  16:31:21,1
344,3,24,  2022-10-31,  13:29:17,1
345,1,13.5,  2022-10-31,  13:57:37,1
346,3,42,  2022-11-01,  15:39:04,1
347,2,14,  2022-11-01,  16:45:24,1
348,1,169.5,  2022-11-01,  08:13:16,1
349,1,50.75,  2022-11-01,  08:41:09,1
350,2,67.25,  2022-11-01,  08:50:29,1
351,1,36.25,  2022-11-01,  13:22:32,1
352,2,5.5,  2022-11-01,  16:16:58,1
353,1,5.25,  2022-11-01,  09:48:59,1
354,1,45,  2022-11-01,  11:21:43,1
355,2,41.25,  2022-11-01,  09:27:47,1
356,1,10.5,  2022-11-02,  09:55:05,1
357,3,25.5,  2022-11-02,  10:29:19,1
358,3,82.25,  2022-11-02,  14:42:58,1
359,1,98.5,  2022-11-02,  11:36:06,1
360,2,1.75,  2022-11-02,  11:07:46,1
361,3,52.75,  2022-11-02,  09:34:03,1
362,3,24.5,  2022-11-03,  16:29:27,1
363,3,10.5,  2022-11-03,  15:34:32,1
364,3,9,  2022-11-03,  12:09:11,1
365,3,24.5,  2022-11-03,  15:03:28,1
366,2,7,  2022-11-03,  12:03:23,1
367,3,55,  2022-11-03,  11:09:20,1
368,2,86.5,  2022-11-03,  13:42:15,1
369,2,15.75,  2022-11-03,  13:38:44,1
370,1,66,  2022-11-04,  15:33:19,1
371,3,60,  2022-11-04,  09:05:58,1
372,1,113.5,  2022-11-04,  14:11:47,1
373,1,26,  2022-11-04,  08:46:40,1
374,1,10.75,  2022-11-04,  14:19:05,1
375,2,49.5,  2022-11-04,  12:18:18,1
376,2,58.5,  2022-11-04,  10:12:51,1
377,3,19.25,  2022-11-04,  12:12:36,1
378,2,5.25,  2022-11-04,  08:32,1
379,1,52.5,  2022-11-04,  14:53:23,1
380,3,5.25,  2022-11-04,  16:57:27,1
381,3,39.25,  2022-11-04,  13:47:58,1
382,2,12.25,  2022-11-04,  13:01:52,1
383,1,7,  2022-11-04,  09:17:59,1
384,2,5.25,  2022-11-04,  14:29:19,1
385,1,40.75,  2022-11-04,  08:10:25,1
386,3,19.25,  2022-11-04,  12:25:18,1
387,3,26,  2022-11-05,  16:37:44,1
388,2,81.75,  2022-11-05,  11:21:47,1
389,3,49.5,  2022-11-05,  15:12:55,1
390,1,30,  2022-11-05,  09:59:44,1
391,3,33.25,  2022-11-05,  12:45:09,1
392,2,42,  2022-11-05,  10:13:31,1
393,2,33,  2022-11-06,  10:17:30,1
394,2,14,  2022-11-06,  16:39:53,1
395,2,11,  2022-11-06,  09:37:28,1
396,1,54,  2022-11-06,  10:54:45,1
397,3,67.25,  2022-11-06,  16:56:38,1
398,1,5.25,  2022-11-06,  11:40:03,1
399,1,86.25,  2022-11-07,  10:29:42,1
400,2,60,  2022-11-07,  13:36:20,1
401,2,75,  2022-11-07,  14:02:05,1
402,2,10.5,  2022-11-07,  12:27:22,1
403,2,51.75,  2022-11-07,  09:53:10,1
404,1,68.5,  2022-11-07,  09:06:47,1
405,1,100.25,  2022-11-07,  11:03:50,1
406,3,17.5,  2022-11-07,  09:09:04,1
407,1,37.5,  2022-11-08,  10:36:11,1
408,2,21,  2022-11-08,  13:55:38,1
409,2,15.75,  2022-11-08,  15:34:51,1
410,1,13.5,  2022-11-08,  10:55:50,1
411,1,20,  2022-11-08,  11:02:42,1
412,3,65.25,  2022-11-08,  09:39:34,1
413,3,42.5,  2022-11-08,  16:11:36,1
414,2,67.5,  2022-11-08,  09:57:13,1
415,2,46.75,  2022-11-08,  13:19:59,1
416,2,49.5,  2022-11-08,  10:58:59,1
417,1,36.75,  2022-11-08,  14:36:19,1
418,1,7,  2022-11-08,  15:40:54,1
419,2,22.75,  2022-11-08,  16:12:13,1
420,2,14.5,  2022-11-09,  12:42:26,1
421,2,52,  2022-11-09,  13:17:07,1
422,3,65.25,  2022-11-09,  12:09:26,1
423,1,14,  2022-11-09,  11:44:39,1
424,1,49.5,  2022-11-09,  15:14:27,1
425,1,75,  2022-11-09,  08:51:55,1
426,1,89,  2022-11-09,  16:19:36,1
427,1,103,  2022-11-10,  10:28:54,1
428,2,22.5,  2022-11-10,  10:30:35,1
429,3,65.75,  2022-11-10,  15:15:41,1
430,1,17.5,  2022-11-10,  12:41:19,1
431,2,105,  2022-11-11,  09:46:59,1
432,3,17.5,  2022-11-11,  10:06:08,1
433,2,27.5,  2022-11-11,  09:12:48,1
434,1,49.5,  2022-11-11,  14:32:49,1
435,2,50.75,  2022-11-11,  10:18:33,1
436,2,56,  2022-11-11,  15:49:06,1
437,1,40.5,  2022-11-12,  11:05:13,1
438,2,14,  2022-11-12,  12:08:12,1
439,2,17.75,  2022-11-12,  15:23:17,1
440,3,165,  2022-11-12,  14:39:50,1
441,3,19.75,  2022-11-12,  12:17:20,1
442,2,74.25,  2022-11-12,  12:46,1
443,3,33.25,  2022-11-12,  15:57:35,1
444,2,15.75,  2022-11-12,  10:02:01,1
445,2,59,  2022-11-12,  10:52:43,1
446,2,18,  2022-11-12,  12:59:35,1
447,1,19.25,  2022-11-12,  14:23:10,1
448,2,89.75,  2022-11-12,  13:17:35,1
449,2,12.25,  2022-11-12,  08:16:38,1
450,3,17.5,  2022-11-12,  15:33:45,1
451,3,79.75,  2022-11-12,  09:13:45,1
452,2,59.25,  2022-11-12,  12:54:53,1
453,1,80.75,  2022-11-13,  12:51:30,1
454,2,22.75,  2022-11-13,  12:22:56,1
455,3,21.25,  2022-11-13,  15:27:07,1
456,1,28,  2022-11-13,  12:50:13,1
457,2,3.75,  2022-11-14,  14:37:21,1
458,2,31.5,  2022-11-14,  15:46:16,1
459,3,40,  2022-11-14,  12:10:43,1
460,2,34.75,  2022-11-14,  16:59:03,1
461,1,36.5,  2022-11-14,  12:28:25,1
462,2,21.75,  2022-11-14,  08:59:24,1
463,3,42.25,  2022-11-14,  12:22:46,1
464,1,26.25,  2022-11-14,  11:02:44,1
465,3,68.5,  2022-11-15,  16:49:43,1
466,3,22.75,  2022-11-15,  09:01:24,1
467,1,73.25,  2022-11-15,  09:20:34,1
468,2,115.5,  2022-11-15,  15:13:29,1
469,1,33.25,  2022-11-15,  11:13:22,1
470,3,48.5,  2022-11-15,  10:28:37,1
471,1,60.5,  2022-11-15,  13:56:38,1
472,1,16.5,  2022-11-15,  09:41:43,1
473,2,82.75,  2022-11-15,  12:30:08,1
474,1,14,  2022-11-15,  10:13:26,1
475,1,3.5,  2022-11-16,  11:36:06,1
476,2,40.25,  2022-11-16,  09:14:35,1
477,1,29.75,  2022-11-16,  08:25:20,1
478,3,4,  2022-11-16,  16:38:43,1
479,2,10,  2022-11-16,  11:29:39,1
480,3,77.75,  2022-11-16,  14:53:42,1
481,2,45,  2022-11-16,  16:30:50,1
482,3,80.5,  2022-11-16,  14:49:45,1
483,3,90.25,  2022-11-16,  14:18:26,1
484,3,58.5,  2022-11-16,  15:15:11,1
485,2,21.5,  2022-11-17,  15:06:23,1
486,3,14,  2022-11-17,  15:27:32,1
487,2,12.75,  2022-11-17,  11:13:10,1
488,2,55,  2022-11-17,  16:11:40,1
489,1,33,  2022-11-17,  14:43:14,1
490,1,31.25,  2022-11-18,  09:16:45,1
491,1,12.75,  2022-11-18,  09:31:13,1
492,2,64.5,  2022-11-18,  15:10:39,1
493,3,26.75,  2022-11-18,  11:38:02,1
494,1,48.25,  2022-11-18,  15:39:34,1
495,3,24.5,  2022-11-18,  10:52,1
496,1,41.75,  2022-11-18,  15:47:56,1
497,2,71.5,  2022-11-18,  14:52:44,1
498,1,25,  2022-11-18,  13:52:40,1
499,2,22.5,  2022-11-18,  11:37:10,1
500,3,54.25,  2022-11-18,  12:07:04,1
501,2,8.75,  2022-11-18,  14:48:12,1
502,1,65.5,  2022-11-19,  09:59:46,1
503,3,7,  2022-11-19,  09:53:41,1
504,2,41,  2022-11-19,  14:55:57,1
505,2,39.5,  2022-11-19,  08:59:46,1
506,3,140,  2022-11-19,  12:08:46,1
507,3,31.5,  2022-11-19,  13:58:41,1
508,3,41,  2022-11-19,  15:23:28,1
509,2,22,  2022-11-19,  09:39:02,1
510,3,36,  2022-11-19,  15:02:49,1
511,3,12.25,  2022-11-19,  13:12:42,1
512,2,16,  2022-11-19,  12:36:13,1
513,1,88.5,  2022-11-19,  13:31:48,1
514,1,83.5,  2022-11-20,  15:03:59,1
515,3,29.5,  2022-11-20,  10:49:52,1
516,2,32.75,  2022-11-20,  14:13:52,1
517,1,156.75,  2022-11-20,  12:40:23,1
518,2,71,  2022-11-20,  11:18:03,1
519,1,42.25,  2022-11-20,  14:32:31,1
520,2,17.5,  2022-11-20,  13:17:53,1
521,1,36.75,  2022-11-20,  14:03:30,1
522,3,20,  2022-11-20,  13:02:33,1
523,3,40.5,  2022-11-20,  08:54:51,1
524,1,50,  2022-11-21,  15:49:23,1
525,1,24.5,  2022-11-21,  13:34:13,1
526,2,95.25,  2022-11-21,  13:33:41,1
527,1,17,  2022-11-21,  12:48:40,1
528,3,21.25,  2022-11-21,  14:21:33,1
529,1,58,  2022-11-21,  09:09:36,1
530,1,39,  2022-11-21,  12:44:47,1
531,2,7.5,  2022-11-21,  08:16:13,1
532,2,27.5,  2022-11-21,  08:30:06,1
533,3,12.25,  2022-11-22,  14:09:39,1
534,2,70.5,  2022-11-22,  15:41:33,1
535,1,68.5,  2022-11-22,  10:36:42,1
536,3,11.75,  2022-11-22,  10:24:56,1
537,2,40.5,  2022-11-22,  14:19:30,1
538,3,19.25,  2022-11-22,  13:36,1
539,3,41.75,  2022-11-22,  10:39:51,1
540,1,15,  2022-11-22,  10:24:19,1
541,1,44.75,  2022-11-22,  10:19:39,1
542,1,70.5,  2022-11-22,  15:00:03,1
543,3,33.75,  2022-11-23,  09:39:31,1
544,3,19.25,  2022-11-23,  08:24:17,1
545,3,12.25,  2022-11-23,  13:00,1
546,2,46.25,  2022-11-23,  15:31:32,1
547,3,18,  2022-11-23,  08:55:48,1
548,2,46.75,  2022-11-23,  14:46:56,1
549,1,15,  2022-11-23,  08:34:29,1
550,1,91.5,  2022-11-23,  12:30:17,1
551,3,58.25,  2022-11-23,  16:31:39,1
552,3,26.25,  2022-11-23,  13:08:07,1
553,1,50.75,  2022-11-23,  09:09:06,1
554,2,54.5,  2022-11-24,  11:17:03,1
555,2,50,  2022-11-24,  12:51:45,1
556,3,27,  2022-11-24,  12:01:05,1
557,1,3.5,  2022-11-24,  16:14:32,1
558,3,43.5,  2022-11-24,  13:20:34,1
559,3,5.5,  2022-11-24,  08:25:38,1
560,3,88.25,  2022-11-24,  11:50:39,1
561,2,26.75,  2022-11-24,  10:03:59,1
562,1,21,  2022-11-25,  12:56:43,1
563,3,29.75,  2022-11-25,  16:17:15,1
564,3,17.5,  2022-11-25,  09:50:49,1
565,2,16.5,  2022-11-25,  10:37:55,1
566,2,40.25,  2022-11-25,  08:37:04,1
567,2,44.75,  2022-11-25,  08:50:37,1
568,2,42.75,  2022-11-25,  15:17:18,1
569,3,3.5,  2022-11-25,  13:36:05,1
570,3,26.5,  2022-11-26,  12:48:07,1
571,3,62.25,  2022-11-26,  14:03:32,1
572,2,21,  2022-11-26,  10:41:46,1
